,country,conflict_id,year,best,start_date2,ep_end,ep_end_date,has_ended,start_year,end_year,duration
1085,Russia (Soviet Union),401,2006,259,1999-08-11,0,2007-10-06,1,1999,2007,9
1086,Russia (Soviet Union),401,2007,146,1999-08-11,1,2007-10-06,1,1999,2007,9
1087,Russia (Soviet Union),414,1999,85,1999-09-02,1,1999-09-09,1,1999,1999,1
1088,Russia (Soviet Union),432,2007,30,2007-11-28,0,2015-10-21,1,2007,2015,9
1089,Russia (Soviet Union),432,2008,404,2007-11-28,0,2015-10-21,1,2007,2015,9
1090,Russia (Soviet Union),432,2009,696,2007-11-28,0,2015-10-21,1,2007,2015,9
1091,Russia (Soviet Union),432,2010,418,2007-11-28,0,2015-10-21,1,2007,2015,9
1092,Russia (Soviet Union),432,2011,356,2007-11-28,0,2015-10-21,1,2007,2015,9
1093,Turkey,432,2011,3,2007-11-28,0,2015-10-21,1,2007,2015,9
1094,Russia (Soviet Union),432,2012,516,2007-11-28,0,2015-10-21,1,2007,2015,9
1095,Russia (Soviet Union),432,2013,321,2007-11-28,0,2015-10-21,1,2007,2015,9
1096,Russia (Soviet Union),432,2014,173,2007-11-28,0,2015-10-21,1,2007,2015,9
1097,Russia (Soviet Union),432,2015,29,2007-11-28,1,2015-10-21,1,2007,2015,9
1098,Syria,432,2015,1,2007-11-28,1,2015-10-21,1,2007,2015,9
1099,Russia (Soviet Union),13247,2014,1,2014-06-14,1,2014-10-17,1,2014,2014,1
1100,Ukraine,13247,2014,1070,2014-06-14,1,2014-10-17,1,2014,2014,1
1101,Russia (Soviet Union),13588,2015,55,2015-08-01,0,2020-12-28,1,2015,2020,6
1102,Russia (Soviet Union),13588,2016,69,2015-08-01,0,2020-12-28,1,2015,2020,6
1103,Russia (Soviet Union),13588,2017,53,2015-08-01,0,2020-12-28,1,2015,2020,6
1104,Russia (Soviet Union),13588,2018,30,2015-08-01,0,2020-12-28,1,2015,2020,6
1105,Russia (Soviet Union),13588,2019,26,2015-08-01,0,2020-12-28,1,2015,2020,6
1106,Russia (Soviet Union),13588,2020,30,2015-08-01,1,2020-12-28,1,2015,2020,6
1107,Rwanda,374,1990,1126,1990-10-03,0,1994-07-04,1,1990,1994,5
1108,Rwanda,374,1991,153,1990-10-03,0,1994-07-04,1,1990,1994,5
1109,Rwanda,374,1992,87,1990-10-03,0,1994-07-04,1,1990,1994,5
1110,Rwanda,374,1993,353,1990-10-03,0,1994-07-04,1,1990,1994,5
1111,Rwanda,374,1994,1208,1990-10-03,1,1994-07-04,1,1990,1994,5
1112,Rwanda,374,1996,90,1996-07-12,0,2002-09-29,1,1996,2002,7
1113,Rwanda,374,2001,2044,1996-07-12,0,2002-09-29,1,1996,2002,7
1114,Senegal,375,1990,58,1990-08-31,1,1990-12-31,1,1990,1990,1
1115,Senegal,375,1993,233,1992-09-01,1,1993-11-16,1,1992,1993,2
1116,Senegal,375,1995,299,1995-04-27,1,1995-12-01,1,1995,1995,1
1117,Senegal,375,1997,319,1997-03-18,0,1998-11-02,1,1997,1998,2
1118,Senegal,375,1998,242,1997-03-18,1,1998-11-02,1,1997,1998,2
1119,Senegal,375,2001,33,2000-04-11,1,2001-12-07,1,2000,2001,2
1120,Senegal,375,2003,39,2003-01-20,1,2003-10-11,1,2003,2003,1
1121,Senegal,375,2011,25,2011-12-20,1,2011-12-30,1,2011,2011,1
1122,Serbia (Yugoslavia),384,1991,64,1991-06-28,1,1991-07-03,1,1991,1991,1
1123,Serbia (Yugoslavia),385,1991,2958,1991-07-27,0,1992-04-06,1,1991,1992,2
1124,Serbia (Yugoslavia),385,1992,153,1991-07-27,1,1992-04-06,1,1991,1992,2
1125,Serbia (Yugoslavia),412,1998,1235,1998-03-06,0,1999-11-21,1,1998,1999,2
1126,Sierra Leone,382,1991,552,1991-04-01,0,2001-12-20,1,1991,2001,11
1127,Sierra Leone,382,1992,218,1991-04-01,0,2001-12-20,1,1991,2001,11
1128,Sierra Leone,382,1994,628,1991-04-01,0,2001-12-20,1,1991,2001,11
1129,Sierra Leone,382,1995,1472,1991-04-01,0,2001-12-20,1,1991,2001,11
1130,Sierra Leone,382,1996,570,1991-04-01,0,2001-12-20,1,1991,2001,11
1131,Sierra Leone,382,1997,748,1991-04-01,0,2001-12-20,1,1991,2001,11
1132,Sierra Leone,382,1998,3287,1991-04-01,0,2001-12-20,1,1991,2001,11
1133,Sierra Leone,382,1999,3153,1991-04-01,0,2001-12-20,1,1991,2001,11
1134,Sierra Leone,382,2000,382,1991-04-01,0,2001-12-20,1,1991,2001,11
1135,Sierra Leone,382,2001,48,1991-04-01,1,2001-12-20,1,1991,2001,11
1136,Somalia,337,1991,8005,1986-03-03,0,1996-12-20,1,1986,1996,11
1137,Somalia,337,1992,1154,1986-03-03,0,1996-12-20,1,1986,1996,11
1138,Somalia,337,1993,25,1986-03-03,0,1996-12-20,1,1986,1996,11
1139,Somalia,337,1994,237,1986-03-03,0,1996-12-20,1,1986,1996,11
1140,Somalia,337,1995,104,1986-03-03,0,1996-12-20,1,1986,1996,11
1141,Somalia,337,1996,256,1986-03-03,1,1996-12-20,1,1986,1996,11
1142,Somalia,337,2001,228,2001-05-12,0,2002-10-28,1,2001,2002,2
1143,Somalia,337,2002,114,2001-05-12,1,2002-10-28,1,2001,2002,2
1144,Somalia,14074,2018,121,2018-05-15,1,2018-11-05,1,2018,2018,1
1145,South Sudan,309,2014,7,1983-05-17,0,2018-12-16,1,1983,2018,36
1146,Sudan,309,2014,849,1983-05-17,0,2018-12-16,1,1983,2018,36
1147,South Sudan,309,2015,0,1983-05-17,0,2018-12-16,1,1983,2018,36
1148,Sudan,309,2015,1264,1983-05-17,0,2018-12-16,1,1983,2018,36
1149,South Sudan,11348,2012,129,2012-03-27,1,2012-12-26,1,2012,2012,1
1150,Sudan,11348,2012,238,2012-03-27,1,2012-12-26,1,2012,2012,1
1151,Spain,342,1991,44,1991-06-28,1,1991-12-13,1,1991,1991,1
1152,Sri Lanka,313,1989,388,1989-02-13,0,1990-02-23,1,1989,1990,2
1153,Sri Lanka,313,1990,61,1989-02-13,1,1990-02-23,1,1989,1990,2
1154,Sri Lanka,352,1989,145,1984-09-01,0,2001-12-12,1,1984,2001,18
1155,Sri Lanka,352,1990,3561,1984-09-01,0,2001-12-12,1,1984,2001,18
1156,Sri Lanka,352,1991,6432,1984-09-01,0,2001-12-12,1,1984,2001,18
1157,Sri Lanka,352,1992,4091,1984-09-01,0,2001-12-12,1,1984,2001,18
1158,Sri Lanka,352,1993,2075,1984-09-01,0,2001-12-12,1,1984,2001,18
1159,Sri Lanka,352,1994,657,1984-09-01,0,2001-12-12,1,1984,2001,18
1160,Sri Lanka,352,1995,4755,1984-09-01,0,2001-12-12,1,1984,2001,18
1161,Sri Lanka,352,1997,2880,1984-09-01,0,2001-12-12,1,1984,2001,18
1162,Sri Lanka,352,1998,3762,1984-09-01,0,2001-12-12,1,1984,2001,18
1163,Sri Lanka,352,1999,1882,1984-09-01,0,2001-12-12,1,1984,2001,18
1164,Sri Lanka,352,2000,2525,1984-09-01,0,2001-12-12,1,1984,2001,18
1165,Sri Lanka,352,2001,1144,1984-09-01,1,2001-12-12,1,1984,2001,18
1166,Sri Lanka,352,2003,29,2003-06-14,1,2003-08-09,1,2003,2003,1
1167,Sri Lanka,352,2005,88,2005-12-02,0,2009-07-04,1,2005,2009,5
1168,Sri Lanka,352,2006,1970,2005-12-02,0,2009-07-04,1,2005,2009,5
1169,Sri Lanka,352,2007,2494,2005-12-02,0,2009-07-04,1,2005,2009,5
1170,Sri Lanka,352,2008,8262,2005-12-02,0,2009-07-04,1,2005,2009,5
1171,Sri Lanka,352,2009,10165,2005-12-02,1,2009-07-04,1,2005,2009,5
1172,Sudan,309,1989,4250,1983-05-17,0,2018-12-16,1,1983,2018,36
1173,Uganda,309,1989,3,1983-05-17,0,2018-12-16,1,1983,2018,36
1174,Sudan,309,1990,4330,1983-05-17,0,2018-12-16,1,1983,2018,36
1175,Uganda,309,1990,5,1983-05-17,0,2018-12-16,1,1983,2018,36
1176,Sudan,309,1991,1313,1983-05-17,0,2018-12-16,1,1983,2018,36
1177,Uganda,309,1991,4,1983-05-17,0,2018-12-16,1,1983,2018,36
1178,Sudan,309,1992,1083,1983-05-17,0,2018-12-16,1,1983,2018,36
1179,Sudan,309,1993,942,1983-05-17,0,2018-12-16,1,1983,2018,36
1180,Sudan,309,1994,337,1983-05-17,0,2018-12-16,1,1983,2018,36
1181,Sudan,309,1995,1000,1983-05-17,0,2018-12-16,1,1983,2018,36
1182,Sudan,309,1996,2289,1983-05-17,0,2018-12-16,1,1983,2018,36
1183,Sudan,309,1997,3709,1983-05-17,0,2018-12-16,1,1983,2018,36
1184,Sudan,309,1998,4891,1983-05-17,0,2018-12-16,1,1983,2018,36
1185,Sudan,309,1999,1408,1983-05-17,0,2018-12-16,1,1983,2018,36
1186,Sudan,309,2000,2841,1983-05-17,0,2018-12-16,1,1983,2018,36
1187,Sudan,309,2001,3408,1983-05-17,0,2018-12-16,1,1983,2018,36
1188,Sudan,309,2002,2021,1983-05-17,0,2018-12-16,1,1983,2018,36
1189,Sudan,309,2003,1999,1983-05-17,0,2018-12-16,1,1983,2018,36
1190,Sudan,309,2004,3278,1983-05-17,0,2018-12-16,1,1983,2018,36
1191,Sudan,309,2005,161,1983-05-17,0,2018-12-16,1,1983,2018,36
1192,Sudan,309,2006,1002,1983-05-17,0,2018-12-16,1,1983,2018,36
1193,Sudan,309,2007,217,1983-05-17,0,2018-12-16,1,1983,2018,36
1194,Sudan,309,2008,598,1983-05-17,0,2018-12-16,1,1983,2018,36
1195,Sudan,309,2010,1010,1983-05-17,0,2018-12-16,1,1983,2018,36
1196,Sudan,309,2012,1173,1983-05-17,0,2018-12-16,1,1983,2018,36
1197,Sudan,309,2013,594,1983-05-17,0,2018-12-16,1,1983,2018,36
1198,Sudan,309,2016,1309,1983-05-17,0,2018-12-16,1,1983,2018,36
1199,Sudan,309,2017,160,1983-05-17,0,2018-12-16,1,1983,2018,36
1200,Sudan,309,2018,243,1983-05-17,1,2018-12-16,1,1983,2018,36
1201,Sudan,314,1995,36,1994-02-21,0,2011-11-03,1,1994,2011,18
1202,Uganda,314,1995,259,1994-02-21,0,2011-11-03,1,1994,2011,18
1203,Sudan,314,1997,150,1994-02-21,0,2011-11-03,1,1994,2011,18
1204,Uganda,314,1997,738,1994-02-21,0,2011-11-03,1,1994,2011,18
1205,Sudan,314,2003,9,1994-02-21,0,2011-11-03,1,1994,2011,18
1206,Uganda,314,2003,633,1994-02-21,0,2011-11-03,1,1994,2011,18
1207,Sudan,314,2004,395,1994-02-21,0,2011-11-03,1,1994,2011,18
1208,Uganda,314,2004,1215,1994-02-21,0,2011-11-03,1,1994,2011,18
1209,Sudan,314,2005,85,1994-02-21,0,2011-11-03,1,1994,2011,18
1210,Uganda,314,2005,610,1994-02-21,0,2011-11-03,1,1994,2011,18
1211,Sudan,11344,2011,145,2011-05-19,1,2011-06-15,1,2011,2011,1
1212,Syria,13042,2012,46,2012-09-07,0,2015-07-25,1,2012,2015,4
1213,Syria,13042,2013,78,2012-09-07,0,2015-07-25,1,2012,2015,4
1214,Syria,13042,2014,52,2012-09-07,0,2015-07-25,1,2012,2015,4
1215,Syria,13042,2015,84,2012-09-07,1,2015-07-25,1,2012,2015,4
1216,Syria,13809,2016,152,2016-04-23,1,2016-11-28,1,2016,2016,1
1217,Syria,13809,2018,35,2018-09-08,1,2018-12-23,1,2018,2018,1
1218,Syria,13902,2015,10,2015-11-14,0,2017-09-06,1,2015,2017,3
1219,Turkey,13902,2015,16,2015-11-14,0,2017-09-06,1,2015,2017,3
1220,Syria,13902,2017,762,2015-11-14,1,2017-09-06,1,2015,2017,3
1221,Turkey,13902,2017,8,2015-11-14,1,2017-09-06,1,2015,2017,3
1222,Tajikistan,395,1992,3355,1992-05-10,0,1998-11-16,1,1992,1998,7
1223,Tajikistan,395,1994,356,1992-05-10,0,1998-11-16,1,1992,1998,7
1224,Tajikistan,395,1996,2790,1992-05-10,0,1998-11-16,1,1992,1998,7
1225,Tajikistan,395,1997,87,1992-05-10,0,1998-11-16,1,1992,1998,7
1226,Tajikistan,395,1998,600,1992-05-10,1,1998-11-16,1,1992,1998,7
1227,Tajikistan,395,2000,46,2000-09-06,1,2000-09-06,1,2000,2000,1
1228,Tajikistan,395,2010,98,2010-09-09,0,2011-07-25,1,2010,2011,2
1229,Tajikistan,395,2011,28,2010-09-09,1,2011-07-25,1,2010,2011,2
1230,Tanzania,15183,2020,25,2020-10-28,1,2020-10-28,1,2020,2020,1
1231,Trinidad and Tobago,378,1990,39,1990-08-02,1,1990-08-02,1,1990,1990,1
1232,Tunisia,343,2013,29,2013-10-17,0,2015-11-15,1,2013,2015,3
1233,Tunisia,343,2014,50,2013-10-17,0,2015-11-15,1,2013,2015,3
1234,Tunisia,343,2015,57,2013-10-17,1,2015-11-15,1,2013,2015,3
1235,Tunisia,14333,2016,71,2016-03-07,1,2016-03-21,1,2016,2016,1
1236,Turkey,354,1989,442,1984-08-15,0,2013-03-12,1,1984,2013,30
1237,Turkey,354,1990,526,1984-08-15,0,2013-03-12,1,1984,2013,30
1238,Turkey,354,1993,2301,1984-08-15,0,2013-03-12,1,1984,2013,30
1239,Turkey,354,2005,263,1984-08-15,0,2013-03-12,1,1984,2013,30
1240,Turkey,354,2006,225,1984-08-15,0,2013-03-12,1,1984,2013,30
1241,Turkey,383,1991,39,1991-07-13,0,1993-11-27,1,1991,1993,3
1242,Turkey,383,1992,71,1991-07-13,0,1993-11-27,1,1991,1993,3
1243,Turkey,383,1993,32,1991-07-13,1,1993-11-27,1,1991,1993,3
1244,Turkey,383,2000,30,2000-04-25,1,2000-12-12,1,2000,2000,1
1245,Turkey,383,2005,30,2005-06-17,1,2005-10-17,1,2005,2005,1
1246,Turkey,383,2016,434,2016-02-17,1,2016-12-17,1,2016,2016,1
1247,Uganda,314,1989,1019,1979-01-22,0,1992-08-09,1,1979,1992,14
1248,Uganda,314,1990,621,1979-01-22,0,1992-08-09,1,1979,1992,14
1249,Uganda,314,1991,853,1979-01-22,0,1992-08-09,1,1979,1992,14
1250,Uganda,314,1992,72,1979-01-22,1,1992-08-09,1,1979,1992,14
1251,Uganda,314,1994,149,1994-02-21,0,2011-11-03,1,1994,2011,18
1252,Uganda,314,2007,91,1994-02-21,0,2011-11-03,1,1994,2011,18
1253,Ukraine,13219,2014,88,2014-02-18,1,2014-02-21,1,2014,2014,1
1254,Ukraine,13246,2014,1861,2014-05-02,1,2014-09-28,1,2014,2014,1
1255,United Kingdom,315,1991,26,1971-08-31,1,1991-11-26,1,1971,1991,21
1256,United Kingdom,315,1998,29,1998-08-15,1,1998-08-15,1,1998,1998,1
1257,Uzbekistan,415,2004,37,2004-03-30,1,2004-07-30,1,2004,2004,1
1258,Venezuela,277,1992,144,1992-02-04,1,1992-11-27,1,1992,1992,1
1259,Yemen (North Yemen),402,1994,1489,1994-04-28,1,1994-07-04,1,1994,1994,1
1260,Yemen (North Yemen),13645,2015,246,2015-03-20,1,2015-10-06,1,2015,2015,1
1261,Yemen (North Yemen),13645,2017,26,2017-05-18,1,2017-05-18,1,2017,2017,1
1262,Yemen (North Yemen),13645,2020,33,2020-08-20,1,2020-09-18,1,2020,2020,1
